,0,1
0,2.0425,0.0
1,7.00406,0.0
2,13.3556,0.0
3,19.5625,0.0
4,26.2956,0.089375
5,33.6756,1.9825
6,40.9706,7.19875
7,48.5812,12.2894
8,55.6391,13.7303
9,63.2388,14.1591
10,71.2653,13.1734
11,77.1909,10.5891
12,84.0406,8.26219
13,91.07,8.60781
14,98.9594,10.4134
15,108.744,14.0947
16,115.908,20.2725
17,124.117,25.3303
18,133.221,27.9428
19,143.032,28.6
20,154.411,26.1981
21,166.242,23.59
22,177.692,26.4847
23,184.261,32.3797
24,189.118,40.2225
25,193.397,49.6153
26,197.313,58.2184
27,201.385,67.8044
28,201.48,75.9347
29,202.607,83.5394
30,206.401,87.73
31,210.057,90.2853
32,215.294,93.9878
33,221.008,98.0247
34,228.027,102.988
35,234.951,107.886
36,239.976,112.945
37,242.318,117.728
38,243.049,123.022
39,242.235,129.36
40,239.732,133.597
41,237.03,139.368
42,237.144,148.041
43,241.355,154.95
44,246.805,159.06
45,253.543,161.328
46,259.049,160.558
47,264.737,159.539
48,267.839,158.006
49,271.701,156.116
50,278.017,153.026
51,285.401,147.751
52,287.814,140.949
53,289.164,132.27
54,292.645,122.407
55,299.932,117.545
56,310.235,118.188
57,316.938,123.516
58,320.096,128.717
