,0,1
0,0.038125,0.0
1,2.46937,-0.15875
2,7.56906,-0.863437
3,15.2875,-1.7875
4,26.0556,-1.08375
5,37.3531,2.16594
6,50.4244,2.77219
7,64.9728,-1.0375
8,77.8647,-7.79312
9,86.2141,-15.7781
10,90.1069,-22.2531
11,91.2341,-26.3403
12,91.6312,-29.54
13,93.4575,-34.9394
14,96.2697,-41.3703
15,100.214,-48.2712
16,105.538,-55.9681
17,109.08,-63.1106
18,110.162,-69.9187
19,110.56,-76.9309
20,112.415,-82.4506
21,115.621,-86.8172
22,120.653,-92.1106
23,125.056,-98.9931
24,127.377,-106.418
25,125.392,-115.459
26,120.967,-125.185
27,116.236,-135.64
28,113.836,-147.004
29,117.873,-156.432
30,126.626,-164.377
31,134.491,-170.687
32,142.482,-176.514
33,151.818,-183.523
34,156.813,-191.161
35,158.317,-197.333
36,158.128,-203.205
37,156.634,-209.854
38,153.716,-215.95
39,148.565,-222.001
40,141.705,-226.779
41,134.437,-229.641
42,128.4,-230.789
43,122.788,-234.477
44,115.848,-239.179
45,107.716,-245.688
46,104.165,-252.436
47,102.138,-258.873
48,99.3828,-267.623
49,96.4672,-276.888
50,93.4237,-286.557
51,88.1831,-296.926
52,79.7438,-301.333
53,68.6712,-301.908
54,57.8537,-305.607
55,46.4981,-312.651
56,39.0459,-325.238
57,40.8231,-341.219
58,47.9384,-356.561
59,60.5137,-368.678
60,73.5581,-378.909
