,0,1
0,0.100313,0.0
1,2.32312,-0.01375
2,6.64844,-0.464375
3,12.8809,-1.03969
4,22.0791,-1.88812
5,33.1156,-1.81344
6,44.8106,-0.865
7,56.7578,2.455
8,68.5031,6.77
9,82.4356,12.2566
10,97.7797,18.0413
11,114.545,22.1403
12,133.066,25.9537
13,149.975,29.3787
14,162.509,33.1603
15,170.112,37.925
16,174.087,41.53
17,175.718,43.8681
18,176.181,45.4803
19,177.083,49.0878
20,178.78,55.4794
21,180.985,63.7878
22,183.087,71.7056
23,182.638,79.8544
24,176.369,88.4203
25,171.726,96.5056
26,169.928,103.797
27,172.25,109.559
28,178.205,115.504
29,186.381,123.495
30,195.02,131.939
31,204.036,140.755
32,212.31,148.24
33,220.33,154.092
34,228.22,159.82
35,237.274,164.933
36,244.976,168.349
37,250.793,176.154
38,252.691,186.57
39,254.349,198.077
40,256.781,211.269
41,264.268,220.963
42,274.438,224.213
43,282.742,221.698
44,292.983,217.581
45,305.576,212.527
46,320.604,207.6
47,334.463,211.001
48,342.671,219.029
49,351.084,228.019
50,361.064,238.776
51,366.545,251.438
52,365.311,262.476
53,363.421,273.674
54,361.22,286.673
55,359.127,299.084
56,357.066,311.287
57,357.26,321.234
58,361.616,326.816
59,369.27,330.602
60,378.567,335.012
