,0,1
0,1.05875,0.0
1,5.48,0.0
2,12.6406,-0.160938
3,20.8203,-0.484375
4,28.7009,-0.7975
5,37.8206,-1.98531
6,47.2728,-3.84938
7,56.4919,-3.99156
8,66.5437,-4.16375
9,74.2147,-6.42719
10,79.7803,-10.5359
11,86.135,-16.4253
12,94.125,-20.2675
13,102.879,-22.2656
14,112.851,-23.1859
15,120.375,-27.3662
16,127.434,-32.6262
17,136.551,-37.9912
18,143.742,-44.1372
19,147.748,-51.6075
20,148.862,-60.0334
21,150.82,-68.2422
22,153.675,-76.0638
23,157.234,-83.8156
24,162.047,-90.1391
25,168.569,-94.2803
26,176.536,-96.4388
27,187.244,-98.1325
28,198.489,-96.9897
29,206.392,-92.765
30,212.154,-86.3666
31,215.56,-76.8981
32,216.282,-67.6056
33,215.205,-58.6228
34,212.954,-48.2103
35,214.798,-38.4975
36,220.634,-29.7722
37,228.125,-24.2403
38,235.08,-22.5025
39,242.133,-22.7547
40,250.76,-25.7487
41,259.025,-31.2344
42,265.874,-35.8684
43,271.784,-39.8628
44,279.018,-44.5834
45,286.652,-46.9559
46,292.399,-46.9809
47,296.978,-45.8819
48,301.42,-42.635
49,305.055,-37.5172
50,309.906,-32.8619
51,317.389,-30.1453
52,326.725,-31.3603
53,334.229,-36.4328
54,341.421,-43.6559
55,348.646,-50.2659
56,355.652,-54.4578
57,362.975,-55.6169
58,370.647,-54.2753
59,377.818,-49.2931
