VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
PhysXCar	1644935221971	0.0565625	0	-0.0367321	0.999999	3.08669e-05	0.00141674	3.08374e-06	1	0	0	1	0	1353.9	0.756564	img_PhysXCar__0_1644935221970858900.png
PhysXCar	1644935222019	0.100313	0	-0.036712	0.999998	3.10481e-05	0.0017615	4.50208e-06	1	0	0	1	0	1451.93	0.957153	img_PhysXCar__0_1644935222018722200.png
PhysXCar	1644935222072	0.15625	0	-0.0368299	0.999998	3.12168e-05	0.00200683	6.02474e-06	1	0	0	1	0	1564.74	1.17035	img_PhysXCar__0_1644935222071193800.png
PhysXCar	1644935222125	0.2225	0	-0.0368989	0.999998	3.13435e-05	0.00217569	7.60967e-06	1	0	0	1	0	1680.81	1.37654	img_PhysXCar__0_1644935222124009900.png
PhysXCar	1644935222171	0.289375	0	-0.0369371	0.999997	3.14167e-05	0.00227779	9.05861e-06	0	0	0	1	0	1690.6	1.55013	img_PhysXCar__0_1644935222170306800.png
PhysXCar	1644935222224	0.374687	0	-0.0369635	0.999997	3.14639e-05	0.00233906	1.0724e-05	0	0	0	1	0	1518.35	1.72975	img_PhysXCar__0_1644935222223091200.png
PhysXCar	1644935222275	0.46625	0	-0.0369607	0.999997	3.14793e-05	0.00229293	1.20731e-05	0	0	0	1	0	1306.49	1.85172	img_PhysXCar__0_1644935222273976500.png
PhysXCar	1644935222319	0.549375	0	-0.0369291	0.999998	3.14693e-05	0.00215888	1.28808e-05	0	0	0	1	0	1154.71	1.92681	img_PhysXCar__0_1644935222318183500.png
PhysXCar	1644935222370	0.65	0	-0.0368682	0.999998	3.14203e-05	0.00193912	1.35355e-05	1	0	0	1	0	1018.39	1.9901	img_PhysXCar__0_1644935222369934100.png
PhysXCar	1644935222423	0.75375	0	-0.036807	0.999999	3.13361e-05	0.00171441	1.40701e-05	1	0	0	1	0	986.633	2.03995	img_PhysXCar__0_1644935222422205900.png
PhysXCar	1644935222470	0.85125	0	-0.0367423	0.999999	3.12417e-05	0.00152206	1.44861e-05	1	0	0	1	0	1049.55	2.08446	img_PhysXCar__0_1644935222469203400.png
PhysXCar	1644935222521	0.957812	0	-0.0367217	0.999999	3.11432e-05	0.00137568	1.50358e-05	1	0	0	1	0	1201.4	2.14924	img_PhysXCar__0_1644935222520332800.png
PhysXCar	1644935222573	1.07156	0	-0.0366993	0.999999	3.10575e-05	0.0013141	1.58505e-05	1	0	0	1	0	1382.18	2.24121	img_PhysXCar__0_1644935222572267300.png
PhysXCar	1644935222624	1.19	0	-0.0367067	0.999999	3.09916e-05	0.00132549	1.69024e-05	1	0	0	1	0	1548.23	2.34967	img_PhysXCar__0_1644935222623935200.png
PhysXCar	1644935222671	1.30281	0	-0.0367063	0.999999	3.09508e-05	0.00137252	1.80337e-05	1	0	0	1	0	1693.69	2.46021	img_PhysXCar__0_1644935222670709500.png
PhysXCar	1644935222722	1.43125	0	-0.0367428	0.999999	3.09286e-05	0.00144237	1.94106e-05	1	0	0	1	0	1844.59	2.58767	img_PhysXCar__0_1644935222721962200.png
PhysXCar	1644935222773	1.56625	0	-0.036767	0.999999	3.09148e-05	0.0015201	2.09271e-05	1	0	0	1	0	1990.28	2.72111	img_PhysXCar__0_1644935222772310600.png
PhysXCar	1644935222827	1.71187	0	-0.0367789	0.999999	3.09076e-05	0.0016008	2.26215e-05	1	0	0	1	0	2139.91	2.86691	img_PhysXCar__0_1644935222826231900.png
PhysXCar	1644935222872	1.84719	0	-0.0367956	0.999999	3.09008e-05	0.00166875	2.42261e-05	1	0	0	1	0	2264.16	2.99396	img_PhysXCar__0_1644935222871511900.png
PhysXCar	1644935222924	2.00625	0	-0.0368156	0.999999	4.65506e-05	0.00173902	-6.2665e-05	1	-0.5	0	1	0	2403.93	3.14085	img_PhysXCar__0_1644935222923879400.png
PhysXCar	1644935222971	2.15125	-0.0034375	-0.0368346	0.999997	0.000251533	0.00178349	-0.00143216	1	-0.5	0	1	0	2526.15	3.26521	img_PhysXCar__0_1644935222969822500.png
PhysXCar	1644935223022	2.32312	-0.01375	-0.0368468	0.999983	0.000762082	0.00180443	-0.0055644	1	-0.5	0	1	0	2663.23	3.40021	img_PhysXCar__0_1644935223021914500.png
PhysXCar	1644935223070	2.48812	-0.030625	-0.0368332	0.999925	0.00142944	0.0017922	-0.012052	1	-0.5	0	1	0	2786.3	3.51767	img_PhysXCar__0_1644935223069440600.png
PhysXCar	1644935223125	2.68219	-0.0596875	-0.0368298	0.999743	0.00231919	0.00174088	-0.0224707	1	-0.5	0	1	0	2926.93	3.6559	img_PhysXCar__0_1644935223124020500.png
