VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
PhysXCar	1644935313669	1.82781	0	-0.0370374	0.999997	3.09954e-05	0.00241041	3.3149e-05	1	0	0	1	0	3162.67	3.63241	img_PhysXCar__0_1644935313668463200.png
PhysXCar	1644935313723	2.0425	0	-0.0369253	0.999997	3.09198e-05	0.00239456	3.60827e-05	1	0	0	1	0	3286.53	3.80975	img_PhysXCar__0_1644935313722478800.png
PhysXCar	1644935313770	2.225	0	-0.0369462	0.999997	3.08582e-05	0.00238281	3.85429e-05	1	0	0	1	0	3393.27	3.9622	img_PhysXCar__0_1644935313769003900.png
PhysXCar	1644935313823	2.43562	0	-0.0369651	0.999997	3.07917e-05	0.00237059	4.13399e-05	1	0	0	1	0	3512.63	4.13261	img_PhysXCar__0_1644935313821793400.png
PhysXCar	1644935313869	2.63406	0	-0.0369616	0.999997	3.073e-05	0.00235993	4.39422e-05	1	0	0	1	0	3619.29	4.28498	img_PhysXCar__0_1644935313868739900.png
PhysXCar	1644935313920	2.85562	0	-0.0369787	0.999997	3.06638e-05	0.00234938	4.68072e-05	1	0	0	1	0	3733.54	4.44837	img_PhysXCar__0_1644935313919461300.png
PhysXCar	1644935313970	3.08125	0	-0.0369877	0.999997	3.06013e-05	0.00233954	4.96921e-05	1	0	0	1	0	3845.93	4.60925	img_PhysXCar__0_1644935313969858100.png
PhysXCar	1644935314022	3.31906	0	-0.0369844	0.999997	3.05357e-05	0.00232869	5.26957e-05	0	0	0	1	0	3790.12	4.77024	img_PhysXCar__0_1644935314020843400.png
PhysXCar	1644935314072	3.56469	0	-0.0369778	0.999997	3.04666e-05	0.0023011	5.56997e-05	0	0	0	1	0	3458.05	4.91827	img_PhysXCar__0_1644935314071958900.png
PhysXCar	1644935314118	3.78906	0	-0.0369577	0.999997	3.04083e-05	0.00224215	5.81953e-05	0	0	0	1	0	3099.37	5.03093	img_PhysXCar__0_1644935314117287400.png
PhysXCar	1644935314169	4.05156	0	-0.0370515	0.999998	3.03505e-05	0.00211096	6.05841e-05	0	0	0	1	0	2745.09	5.13041	img_PhysXCar__0_1644935314168441800.png
PhysXCar	1644935314220	4.31562	0	-0.0370036	0.999998	3.03057e-05	0.00192446	6.23201e-05	0	0	0	1	0	2445.16	5.19562	img_PhysXCar__0_1644935314219693300.png
PhysXCar	1644935314267	4.55937	0	-0.0369314	0.999999	3.02804e-05	0.00170332	6.33232e-05	1	0	0	1	0	2236.12	5.22497	img_PhysXCar__0_1644935314266837500.png
PhysXCar	1644935314319	4.82844	0	-0.0368435	0.999999	3.02645e-05	0.00142896	6.38558e-05	1	0	0	1	0	2155.59	5.23482	img_PhysXCar__0_1644935314318229500.png
PhysXCar	1644935314370	5.09469	0	-0.0367636	0.999999	3.02622e-05	0.0011766	6.40894e-05	1	0	0	1	0	2213.79	5.24154	img_PhysXCar__0_1644935314369433000.png
PhysXCar	1644935314421	5.36281	0	-0.0367038	1	3.02681e-05	0.000988843	6.43844e-05	1	0	0	1	0	2389.75	5.26307	img_PhysXCar__0_1644935314420091900.png
PhysXCar	1644935314472	5.63156	0	-0.0366708	1	3.02897e-05	0.000891806	6.49963e-05	1	0	0	1	0	2581.25	5.30607	img_PhysXCar__0_1644935314470932000.png
PhysXCar	1644935314517	5.87406	0	-0.0366596	1	3.03081e-05	0.000867786	6.57217e-05	1	0	0	1	0	2743.63	5.35951	img_PhysXCar__0_1644935314516456000.png
PhysXCar	1644935314569	6.15344	0	-0.0366611	1	3.03336e-05	0.000887217	6.71439e-05	1	0	0	1	0	2920.06	5.43398	img_PhysXCar__0_1644935314568359300.png
PhysXCar	1644935314619	6.42562	0	-0.0366715	1	3.03491e-05	0.000935914	6.86435e-05	1	0	0	1	0	3081.37	5.51596	img_PhysXCar__0_1644935314618817500.png
PhysXCar	1644935314671	6.71406	0	-0.0366885	1	3.03512e-05	0.00100517	7.04423e-05	1	0	0	1	0	3243.9	5.61089	img_PhysXCar__0_1644935314670549400.png
PhysXCar	1644935314723	7.00406	0	-0.0367081	0.999999	3.03435e-05	0.00108206	7.24199e-05	1	0	0	1	0	3400.56	5.71323	img_PhysXCar__0_1644935314723026300.png
PhysXCar	1644935314768	7.27062	0	-0.0367268	0.999999	3.0326e-05	0.0011549	7.43663e-05	1	0	0	1	0	3532.94	5.8074	img_PhysXCar__0_1644935314767918500.png
PhysXCar	1644935314821	7.57	0	-0.0367477	0.999999	3.02944e-05	0.00123453	7.66706e-05	1	0	0	1	0	3680.19	5.91985	img_PhysXCar__0_1644935314819937100.png
PhysXCar	1644935314872	7.87687	0	-0.0367683	0.999999	3.02548e-05	0.00131184	7.91313e-05	1	0	0	1	0	3822.93	6.03604	img_PhysXCar__0_1644935314871568000.png
PhysXCar	1644935314918	8.15594	0	-0.036786	0.999999	3.02113e-05	0.00137747	8.14443e-05	1	0	0	1	0	3946.94	6.14236	img_PhysXCar__0_1644935314917366800.png
PhysXCar	1644935314969	8.47656	0	-0.0368047	0.999999	3.01545e-05	0.00144637	8.41738e-05	1	0	0	1	0	4084.43	6.26571	img_PhysXCar__0_1644935314968580900.png
PhysXCar	1644935315022	8.80156	0	-0.0368214	0.999999	3.00939e-05	0.00150925	8.70064e-05	0	0	0	1	0	4165.09	6.39022	img_PhysXCar__0_1644935315019667000.png
PhysXCar	1644935315071	9.12656	0	-0.0368343	0.999999	3.00288e-05	0.00155682	8.98538e-05	0	0	0	1	0	3967.78	6.50755	img_PhysXCar__0_1644935315070009200.png
PhysXCar	1644935315121	9.4575	0	-0.0368351	0.999999	2.99637e-05	0.00156105	9.256e-05	0	0	0	1	0	3560.33	6.60541	img_PhysXCar__0_1644935315120684600.png
PhysXCar	1644935315168	9.76625	0	-0.0368182	0.999999	2.99112e-05	0.00150198	9.4635e-05	0	0	0	1	0	3212.1	6.66923	img_PhysXCar__0_1644935315167109300.png
PhysXCar	1644935315224	10.1325	0	-0.0367759	0.999999	2.98673e-05	0.00135195	9.63116e-05	0	0	0	1	0	2856.58	6.70866	img_PhysXCar__0_1644935315223203300.png
PhysXCar	1644935315270	10.4472	0	-0.0367232	0.999999	2.9851e-05	0.00116456	9.70268e-05	0	0	0	1	0	2604.89	6.71024	img_PhysXCar__0_1644935315268800800.png
PhysXCar	1644935315321	10.7869	0	-0.0366529	1	2.98629e-05	0.000912729	9.70638e-05	0	0	0	1	0	2369.25	6.68217	img_PhysXCar__0_1644935315320232000.png
PhysXCar	1644935315371	11.1259	0	-0.0365739	1	2.99134e-05	0.00063056	9.64316e-05	0	0	0	1	0	2169.47	6.62938	img_PhysXCar__0_1644935315370888800.png
PhysXCar	1644935315417	11.4253	0	-0.0365023	1	2.99834e-05	0.000373188	9.54067e-05	0	0	0	1	0	2016.28	6.56565	img_PhysXCar__0_1644935315416328800.png
PhysXCar	1644935315469	11.7666	0	-0.0364223	1	3.00895e-05	8.67276e-05	9.38117e-05	1	0	0	1	0	1935.41	6.47994	img_PhysXCar__0_1644935315468402900.png
PhysXCar	1644935315521	12.0962	0	-0.0363549	1	3.02124e-05	-0.000154194	9.20445e-05	1	0	0	1	0	1987.85	6.39688	img_PhysXCar__0_1644935315519986100.png
PhysXCar	1644935315573	12.4309	0	-0.0363058	1	3.03432e-05	-0.000330207	9.03458e-05	1	0	0	1	0	2164.71	6.32787	img_PhysXCar__0_1644935315572323000.png
PhysXCar	1644935315618	12.7131	0	-0.0362864	1	3.04491e-05	-0.000399468	8.92501e-05	1	0	0	1	0	2374.69	6.29275	img_PhysXCar__0_1644935315617281700.png
PhysXCar	1644935315669	13.0341	0	-0.0362904	1	3.05564e-05	-0.000385103	8.85856e-05	1	0	0	1	0	2597.1	6.28177	img_PhysXCar__0_1644935315667932400.png
PhysXCar	1644935315720	13.3556	0	-0.0363163	1	3.06351e-05	-0.000292477	8.85523e-05	1	0	0	1	0	2803.22	6.29751	img_PhysXCar__0_1644935315719493200.png
